,name,category,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,labels,updated_github_id
10,Kubeflow,mlops-end2end,kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,Apache-2.0,2017-11-30 18:44:19,2023-10-19 15:55:38,2023-10-19 00:31:56,2502,37.0,2116,363,3553,174,3609,13063,2023-03-29 15:38:55,1.7.0,79114.0,1180.0,84,Machine Learning Toolkit for Kubernetes.,41.0,41.0,300,32,True,1,-1.0,,
11,Pachyderm,data-workflows,pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,Apache-2.0,2014-09-04 07:50:02,2023-10-19 17:59:46,2023-10-19 14:16:51,22096,203.0,556,163,6356,700,2387,5988,2023-10-19 17:23:33,2.6.11,25555.0,4259.0,100,Data-Centric Pipelines and Data Versioning.,,,188,32,True,3,,,
12,Luigi,data-workflows,spotify/luigi,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38,2023-10-17 13:11:38,2023-10-05 11:06:13,4086,8.0,2285,479,2279,93,879,16858,2023-10-05 11:21:35,3.4.0,,,57,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",2224.0,2224.0,605,31,True,3,,,
13,TensorFlow Serving,model-serving,tensorflow/serving,https://github.com/tensorflow/serving,https://github.com/tensorflow/serving,Apache-2.0,2016-01-26 21:48:20,2023-10-19 13:02:14,2023-10-19 13:02:11,7950,219.0,2113,241,737,45,1395,5957,2023-09-29 21:29:45,2.13.1,,,100,"A flexible, high-performance serving system for machine learning models.",20.0,20.0,221,31,True,2,1.0,['tensorflow'],
14,BentoML,model-serving,bentoml/BentoML,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27,2023-10-19 08:54:18,2023-10-19 07:31:41,2668,108.0,640,71,3088,166,766,5794,2023-10-12 18:24:57,1.1.7,2111.0,39.0,92,Build Production-Grade AI Applications.,1324.0,1324.0,179,31,True,2,,"['tensorflow', 'pytorch', 'onnx']",
15,TorchServe,model-serving,pytorch/serve,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43,2023-10-19 17:17:48,2023-10-16 22:15:03,3560,109.0,757,57,1296,312,1110,3690,2023-10-13 00:21:43,0.9.0,5046.0,120.0,20,"Serve, optimize and scale PyTorch models in production.",520.0,520.0,175,31,True,2,1.0,['pytorch'],
16,Triton Inference Server,model-serving,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,BSD-3-Clause,2018-10-04 21:10:30,2023-10-19 17:58:48,2023-10-18 16:58:21,3172,83.0,1240,131,3261,255,2829,6220,2023-09-27 21:40:36,2.38.0,203142.0,3443.0,59,The Triton Inference Server provides an optimized cloud and edge inferencing solution.,,,106,29,True,3,,"['tensorflow', 'pytorch']",
17,ClearML,mlops-experimentation-tracking,allegroai/clearml,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32,2023-10-19 04:15:59,2023-10-17 17:13:20,2211,48.0,603,90,236,388,505,4801,2023-09-25 21:43:22,1.13.1,1560.0,30.0,89,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",758.0,758.0,87,29,True,3,,,
18,Seldon,model-serving,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,Apache-2.0,2017-12-20 14:51:54,2023-10-18 00:54:36,2023-10-09 08:31:40,7304,13.0,772,85,2883,82,2178,3944,2023-08-17 09:13:00,1.17.1,670.0,9.0,62,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models.",515.0,515.0,200,29,True,3,,"['tensorflow', 'pytorch', 'onnx']",
19,Metaflow,data-workflows,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25,2023-10-19 16:43:44,2023-10-18 19:49:30,786,45.0,629,273,1036,238,324,7066,2023-10-18 10:45:01,2.10.3,,,98,Build and manage real-life data science projects with ease!.,540.0,540.0,74,28,True,3,1.0,,
20,voila,data-visualization,voila-dashboards/voila,https://github.com/voila-dashboards/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42,2023-10-19 11:45:39,2023-10-09 06:29:30,1426,36.0,472,77,712,271,417,4961,2023-09-18 07:11:18,0.5.4,949.0,37.0,43,Voil turns Jupyter notebooks into standalone web applications.,10338.0,10338.0,66,28,False,3,,,
21,Labelimg,data-labelling,heartexlabs/labelImg,https://github.com/HumanSignal/labelImg,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2023-05-31 00:41:28,2022-09-22 22:12:32,449,,5784,393,242,395,363,20778,2018-12-03 05:40:38,1.8.1,,,2,LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer..,1006.0,1006.0,109,27,False,1,,,HumanSignal/labelImg
22,TFX,model-training,tensorflow/tfx,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36,2023-10-19 17:55:52,2023-10-18 20:24:26,5372,194.0,656,89,5494,40,832,2013,2023-09-06 18:31:57,1.14.0,,,91,TFX is an end-to-end platform for deploying production ML pipelines.,,,178,26,True,1,,['tensorflow'],
23,sacred,mlops-experimentation-tracking,IDSIA/sacred,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29,2023-06-19 05:07:43,2023-06-19 05:07:42,1342,,360,71,364,95,460,4101,2023-01-25 17:03:54,0.8.4,,,12,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",2621.0,2621.0,105,25,True,3,,,
